airline,airline ID, source airport, source airport id, destination airport, destination airport id, codeshare, stops, equipment
AA,24,PRG,1587,LHR,507,Y,0,320
AA,24,PSA,1562,LHR,507,Y,0,320 321
AA,24,PSP,3839,DFW,3670,,0,M83 M80
AA,24,PSP,3839,ORD,3830,,0,M83
AA,24,PSP,3839,PHX,3462,Y,0,CRJ CR9
AA,24,PSP,3839,SFO,3469,Y,0,737
AA,24,PTP,2881,MIA,3576,,0,738
AA,24,PTP,2881,SJU,2890,,0,SF3
AA,24,PTY,1871,DFW,3670,,0,738
AA,24,PTY,1871,MIA,3576,,0,738
AA,24,PUJ,1760,CLT,3876,,0,319 757 321 320
AA,24,PUJ,1760,MIA,3576,,0,738 757
AA,24,PUJ,1760,PHL,3752,,0,319 332 320
AA,24,PUS,2372,NRT,2279,,0,737
AA,24,PVD,3641,CLT,3876,,0,320 321 319
AA,24,PVD,3641,DCA,3520,Y,0,E75 CRJ E70
AA,24,PVD,3641,PHL,3752,,0,E90 DH3
AA,24,PVG,3406,LAX,3484,,0,777
AA,24,PVG,3406,ORD,3830,,0,777
AA,24,PVR,1836,DFW,3670,,0,M80 M83
AA,24,PVR,1836,ORD,3830,,0,M83
AA,24,PVR,1836,PHX,3462,,0,320 319 321
AA,24,PVR,1836,SAN,3731,Y,0,737
AA,24,PVR,1836,SFO,3469,Y,0,737
AA,24,QRO,1838,DFW,3670,Y,0,ERD
AA,24,RAP,4087,DFW,3670,Y,0,CRJ ER4
AA,24,RDM,4103,LAX,3484,Y,0,CRJ
AA,24,RDU,3626,CLT,3876,,0,321 320 737 319 E90
AA,24,RDU,3626,DCA,3520,Y,0,CRJ ERD
AA,24,RDU,3626,DFW,3670,,0,M83 M80 738
AA,24,RDU,3626,JFK,3797,Y,0,ERD CR7
AA,24,RDU,3626,LAX,3484,,0,738
AA,24,RDU,3626,LGA,3697,Y,0,CR7 ERD
AA,24,RDU,3626,LHR,507,,0,763
AA,24,RDU,3626,MIA,3576,,0,738
AA,24,RDU,3626,ORD,3830,,0,M80 738
AA,24,RDU,3626,PHL,3752,,0,E90 319
AA,24,RDU,3626,PIT,3570,Y,0,ER4
AA,24,REC,2610,MIA,3576,,0,757
AA,24,RIC,3608,BOS,3448,Y,0,CRJ
AA,24,RIC,3608,CLT,3876,,0,319
AA,24,RIC,3608,DFW,3670,,0,M80 M83
AA,24,RIC,3608,LGA,3697,Y,0,ERD
AA,24,RIC,3608,MIA,3576,Y,0,ER4
AA,24,RIC,3608,ORD,3830,Y,0,ERD
AA,24,RIC,3608,PHL,3752,,0,DH3
AA,24,RNO,3807,DFW,3670,,0,M83 738
AA,24,RNO,3807,LAX,3484,Y,0,CRJ
AA,24,RNO,3807,ORD,3830,,0,738
AA,24,RNO,3807,PHX,3462,,0,319 320
AA,24,ROA,4016,CLT,3876,,0,DH8 DH3
AA,24,ROA,4016,LGA,3697,Y,0,ERD
AA,24,ROA,4016,PHL,3752,,0,DH3
AA,24,ROC,3622,BOS,3448,Y,0,CRJ
AA,24,ROC,3622,CLT,3876,,0,319
AA,24,ROC,3622,DCA,3520,Y,0,CRJ E70
AA,24,ROC,3622,ORD,3830,Y,0,ERD ER4
AA,24,ROC,3622,PHL,3752,,0,DH3
AA,24,ROW,3736,DFW,3670,Y,0,ERD
AA,24,RST,4048,ORD,3830,Y,0,ERD ER4
AA,24,RSW,3793,CLT,3876,,0,321 320 319 737
AA,24,RSW,3793,DCA,3520,Y,0,E75 E70
AA,24,RSW,3793,DFW,3670,,0,738
AA,24,RSW,3793,DUS,345,Y,0,330
AA,24,RSW,3793,ORD,3830,,0,738 M80
AA,24,RSW,3793,PHL,3752,,0,319 E90 320
AA,24,RTB,1774,DFW,3670,,0,738
AA,24,RTB,1774,MIA,3576,,0,738
AA,24,RTM,591,LHR,507,Y,0,319
AA,24,SAF,3784,DFW,3670,Y,0,ER4 ERD
AA,24,SAF,3784,LAX,3484,Y,0,CRJ
AA,24,SAL,1892,DFW,3670,,0,738
AA,24,SAL,1892,MIA,3576,,0,738
AA,24,SAN,3731,BOS,3448,Y,0,737
AA,24,SAN,3731,CLT,3876,,0,320 321
AA,24,SAN,3731,DCA,3520,,0,319
AA,24,SAN,3731,DFW,3670,,0,M83 M80 738 757
AA,24,SAN,3731,JFK,3797,,0,738
AA,24,SAN,3731,LAX,3484,Y,0,CRJ CR7
AA,24,SAN,3731,LHR,507,Y,0,777
AA,24,SAN,3731,MCO,3878,Y,0,737
AA,24,SAN,3731,MIA,3576,,0,738
AA,24,SAN,3731,NRT,2279,,0,787
AA,24,SAN,3731,ORD,3830,,0,738
AA,24,SAN,3731,PDX,3720,Y,0,737
AA,24,SAN,3731,PHL,3752,,0,320
AA,24,SAN,3731,PHX,3462,,0,321 320
AA,24,SAN,3731,PVR,1836,Y,0,737
AA,24,SAN,3731,SEA,3577,Y,0,737
AA,24,SAN,3731,STS,6992,Y,0,DH4
AA,24,SAN,3731,YYC,178,,0,737
AA,24,SAP,1772,MIA,3576,,0,738
AA,24,SAT,3621,CLT,3876,,0,319
AA,24,SAT,3621,DFW,3670,,0,M80 M83
AA,24,SAT,3621,ORD,3830,Y,0,E75 CR7
AA,24,SAT,3621,PHL,3752,,0,E90
AA,24,SAT,3621,PHX,3462,Y,0,CR9
AA,24,SAV,3613,CLT,3876,,0,CRJ
AA,24,SAV,3613,DCA,3520,Y,0,CRJ
AA,24,SAV,3613,DFW,3670,Y,0,ER4
AA,24,SAV,3613,PHL,3752,Y,0,E75 E70 CRJ
AA,24,SBA,3949,PHX,3462,Y,0,CR9 CRJ
AA,24,SBP,5768,PHX,3462,Y,0,CR9 CRJ
AA,24,SBY,3642,CLT,3876,,0,DH8
AA,24,SBY,3642,PHL,3752,,0,DH3
AA,24,SCE,4318,PHL,3752,,0,DH3
AA,24,SCL,2650,DFW,3670,,0,763
AA,24,SCL,2650,JFK,3797,Y,0,787
AA,24,SCL,2650,LIM,2789,Y,0,763
AA,24,SCL,2650,MIA,3576,,0,763
AA,24,SCL,2650,PMC,2665,Y,0,320
AA,24,SCY,6045,GYE,2673,Y,0,319
AA,24,SDF,4014,CLT,3876,,0,319
AA,24,SDF,4014,DCA,3520,Y,0,CRJ E75
AA,24,SDF,4014,DFW,3670,,0,M80 M83 319
AA,24,SDF,4014,LGA,3697,Y,0,ERD
AA,24,SDF,4014,MIA,3576,Y,0,ER4
AA,24,SDF,4014,ORD,3830,Y,0,ERD ER4 E75
AA,24,SDF,4014,PHL,3752,Y,0,CR9 CRJ
AA,24,SDQ,1762,MIA,3576,,0,757 763
AA,24,SDQ,1762,PHL,3752,,0,320
AA,24,SEA,3577,BOS,3448,Y,0,737
AA,24,SEA,3577,BUR,3644,Y,0,737
AA,24,SEA,3577,CLT,3876,,0,320 321 319
AA,24,SEA,3577,DEN,3751,Y,0,737
AA,24,SEA,3577,DFW,3670,,0,738 757
AA,24,SEA,3577,EWR,3494,Y,0,737
AA,24,SEA,3577,JFK,3797,,0,738
AA,24,SEA,3577,KTN,3808,Y,0,737
AA,24,SEA,3577,LAX,3484,Y,0,737
AA,24,SEA,3577,LGB,3582,Y,0,CR7
AA,24,SEA,3577,LHR,507,,0,777
AA,24,SEA,3577,MCI,3458,Y,0,737
AA,24,SEA,3577,MCO,3878,Y,0,737
AA,24,SEA,3577,MIA,3576,,0,757
AA,24,SEA,3577,OAK,3453,Y,0,737
AA,24,SEA,3577,ONT,3734,Y,0,737
AA,24,SEA,3577,ORD,3830,,0,738
AA,24,SEA,3577,PEK,3364,Y,0,787
AA,24,SEA,3577,PHL,3752,,0,320 321
AA,24,SEA,3577,PHX,3462,,0,321 320
AA,24,SEA,3577,SAN,3731,Y,0,737
AA,24,SEA,3577,SFO,3469,Y,0,737
AA,24,SEA,3577,SJC,3748,Y,0,737
AA,24,SEA,3577,SMF,3817,Y,0,737
AA,24,SEA,3577,SNA,3867,Y,0,737
AA,24,SEA,3577,STL,3678,Y,0,737
AA,24,SEA,3577,YVR,156,Y,0,DH4
AA,24,SFO,3469,CLT,3876,,0,321
AA,24,SFO,3469,DFW,3670,,0,738 757 763
AA,24,SFO,3469,HKG,3077,Y,0,773 744
AA,24,SFO,3469,HND,2359,,0,787
AA,24,SFO,3469,JFK,3797,,0,763 32B
AA,24,SFO,3469,LAX,3484,,0,738
AA,24,SFO,3469,LHR,507,Y,0,744
AA,24,SFO,3469,MIA,3576,,0,757 763 738
AA,24,SFO,3469,ORD,3830,,0,738
AA,24,SFO,3469,PDX,3720,Y,0,737 DH4
AA,24,SFO,3469,PHL,3752,,0,320 321
AA,24,SFO,3469,PHX,3462,,0,321 320
AA,24,SFO,3469,PSP,3839,Y,0,737
AA,24,SFO,3469,PVR,1836,Y,0,737
AA,24,SFO,3469,SEA,3577,Y,0,737
AA,24,SGF,4348,DFW,3670,Y,0,ER4 ERD
AA,24,SGF,4348,ORD,3830,Y,0,ER4 ERD
AA,24,SGN,3205,NRT,2279,,0,763
AA,24,SHV,3609,DFW,3670,Y,0,CRJ ERD ER4
AA,24,SIN,3316,KUL,3304,,0,737
AA,24,SIN,3316,NRT,2279,,0,763
AA,24,SJC,3748,DFW,3670,,0,M83
AA,24,SJC,3748,GDL,1804,Y,0,737
AA,24,SJC,3748,HNL,3728,Y,0,737
AA,24,SJC,3748,KOA,3514,Y,0,737
AA,24,SJC,3748,LAX,3484,Y,0,CRJ CR7
AA,24,SJC,3748,LIH,3602,Y,0,737
AA,24,SJC,3748,OGG,3456,Y,0,737
AA,24,SJC,3748,ORD,3830,,0,738
AA,24,SJC,3748,PDX,3720,Y,0,737 DH4
AA,24,SJC,3748,PHX,3462,,0,320 319
AA,24,SJC,3748,SEA,3577,Y,0,737
AA,24,SJD,1840,CLT,3876,,0,320
AA,24,SJD,1840,DFW,3670,,0,M80 M83
AA,24,SJD,1840,LAX,3484,,0,M83 738
AA,24,SJD,1840,ORD,3830,,0,M83 738
AA,24,SJD,1840,PHX,3462,,0,320 319 757 321
AA,24,SJO,1885,CLT,3876,,0,319
AA,24,SJO,1885,DFW,3670,,0,757
AA,24,SJO,1885,JFK,3797,,0,738
AA,24,SJO,1885,MIA,3576,,0,757 738
AA,24,SJT,3708,DFW,3670,Y,0,ER4 CRJ ERD
AA,24,SJU,2890,CCS,2851,,0,738
AA,24,SJU,2890,CLT,3876,,0,321
AA,24,SJU,2890,DFW,3670,,0,757
AA,24,SJU,2890,DOM,2877,,0,SF3
AA,24,SJU,2890,EIS,2903,,0,SF3
AA,24,SJU,2890,FDF,2878,,0,SF3
AA,24,SJU,2890,JFK,3797,,0,757
AA,24,SJU,2890,MIA,3576,,0,738 757
AA,24,SJU,2890,ORD,3830,,0,738
AA,24,SJU,2890,PHL,3752,,0,757 767 320
AA,24,SJU,2890,PTP,2881,,0,SF3
AA,24,SJU,2890,VIJ,6080,,0,DHT
AA,24,SJU,2890,VQS,6788,,0,DHT
AA,24,SKB,2891,MIA,3576,,0,738
AA,24,SLC,3536,CLT,3876,,0,320
AA,24,SLC,3536,DFW,3670,,0,M80 M83
AA,24,SLC,3536,LAX,3484,Y,0,CRJ CR7
AA,24,SLC,3536,ORD,3830,Y,0,E75 CR7
AA,24,SLC,3536,PHL,3752,,0,320
AA,24,SLC,3536,PHX,3462,,0,320 319 321
AA,24,SLP,1842,DFW,3670,Y,0,ERD
AA,24,SMF,3817,CLT,3876,,0,321
AA,24,SMF,3817,DFW,3670,,0,M83
AA,24,SMF,3817,LAX,3484,Y,0,CRJ
AA,24,SMF,3817,OGG,3456,Y,0,737
AA,24,SMF,3817,PHX,3462,,0,320 319 321
AA,24,SMF,3817,SEA,3577,Y,0,737
AA,24,SNA,3867,DFW,3670,,0,738
AA,24,SNA,3867,ORD,3830,,0,738
AA,24,SNA,3867,PDX,3720,Y,0,737
AA,24,SNA,3867,PHX,3462,,0,320 319 321
AA,24,SNA,3867,SEA,3577,Y,0,737
AA,24,SOF,1194,LHR,507,Y,0,320
AA,24,SPS,3680,DFW,3670,Y,0,ERD ER4 CRJ
AA,24,SRQ,4067,CLT,3876,Y,0,CR9 E75
AA,24,SRQ,4067,DCA,3520,Y,0,CRJ
AA,24,SSA,2621,MIA,3576,,0,757
AA,24,STI,1764,MIA,3576,,0,757 738
AA,24,STL,3678,CLT,3876,,0,319
AA,24,STL,3678,DCA,3520,Y,0,CR7
AA,24,STL,3678,DFW,3670,,0,M83 M80 738
AA,24,STL,3678,LAX,3484,,0,M83
AA,24,STL,3678,LGA,3697,Y,0,CR7
AA,24,STL,3678,MIA,3576,,0,738
AA,24,STL,3678,ORD,3830,,0,M80 M83 738
AA,24,STL,3678,PHL,3752,Y,0,E75 CRJ E70
AA,24,STL,3678,PHX,3462,,0,319
AA,24,STL,3678,PIT,3570,Y,0,ER4
AA,24,STL,3678,SEA,3577,Y,0,737
AA,24,STR,350,LHR,507,Y,0,319 320
AA,24,STS,6992,LAX,3484,Y,0,DH4
AA,24,STS,6992,SAN,3731,Y,0,DH4
AA,24,STT,2883,CLT,3876,,0,757 767
AA,24,STT,2883,JFK,3797,,0,757
AA,24,STT,2883,MIA,3576,,0,757
AA,24,STT,2883,PHL,3752,,0,757
AA,24,STX,2884,MIA,3576,,0,738
AA,24,SUX,3753,ORD,3830,Y,0,ERD ER4
AA,24,SVG,666,LHR,507,Y,0,319
AA,24,SWF,3661,PHL,3752,,0,DH3
AA,24,SXM,2899,CLT,3876,,0,757 319
AA,24,SXM,2899,JFK,3797,,0,757
AA,24,SXM,2899,MIA,3576,,0,757 738
AA,24,SXM,2899,PHL,3752,,0,332
AA,24,SYD,3361,ADL,3341,Y,0,737
AA,24,SYD,3361,AKL,2006,Y,0,737
AA,24,SYD,3361,ASP,3319,Y,0,737
AA,24,SYD,3361,BNE,3320,Y,0,737 763
AA,24,SYD,3361,CBR,3355,Y,0,737
AA,24,SYD,3361,CHC,2009,Y,0,737
AA,24,SYD,3361,CNS,3322,Y,0,763 737
AA,24,SYD,3361,DFW,3670,Y,0,744
AA,24,SYD,3361,DRW,3999,Y,0,737
AA,24,SYD,3361,HNL,3728,Y,0,763
AA,24,SYD,3361,LAX,3484,Y,0,744 380
AA,24,SYD,3361,MEL,3339,,0,737
AA,24,SYD,3361,PER,3351,Y,0,330 763
AA,24,SYR,3745,BOS,3448,,0,DH3
AA,24,SYR,3745,CLT,3876,,0,320 319
AA,24,SYR,3745,DCA,3520,Y,0,E70 CRJ
AA,24,SYR,3745,ORD,3830,Y,0,CR7 ER4
AA,24,SYR,3745,PHL,3752,,0,DH3
AA,24,TGU,1776,MIA,3576,,0,757
AA,24,TLH,3698,CLT,3876,Y,0,CR7 CRJ
AA,24,TLH,3698,DCA,3520,Y,0,CRJ
AA,24,TLH,3698,DFW,3670,Y,0,ERD ER4
AA,24,TLH,3698,MIA,3576,Y,0,ERD ER4
AA,24,TLS,1273,LHR,507,Y,0,320 319
AA,24,TLV,1590,PHL,3752,,0,332
AA,24,TOL,4040,ORD,3830,Y,0,ER4 ERD
AA,24,TPA,3646,CLT,3876,,0,320 737 321 319
AA,24,TPA,3646,DCA,3520,,0,319
AA,24,TPA,3646,DFW,3670,,0,738 M83 M80
AA,24,TPA,3646,JFK,3797,Y,0,CR7
AA,24,TPA,3646,LGW,502,Y,0,777
AA,24,TPA,3646,MIA,3576,,0,738
AA,24,TPA,3646,ORD,3830,,0,738 M83 M80
AA,24,TPA,3646,PHL,3752,,0,737 321 319 320
AA,24,TPA,3646,PHX,3462,,0,320
AA,24,TPE,2276,NRT,2279,,0,737
AA,24,TRC,1845,DFW,3670,Y,0,ER4
AA,24,TRI,4116,CLT,3876,,0,DH3 DH8
AA,24,TSV,3330,BNE,3320,Y,0,737
AA,24,TUL,3855,DFW,3670,,0,M80 738 M83 757
AA,24,TUL,3855,MIA,3576,,0,738
AA,24,TUL,3855,ORD,3830,,0,738
AA,24,TUS,3636,DFW,3670,,0,M80 M83
AA,24,TUS,3636,LAX,3484,Y,0,CRJ
AA,24,TUS,3636,ORD,3830,,0,M83 M80
AA,24,TUS,3636,PHX,3462,Y,0,CR9 CRJ
AA,24,TVC,4023,ORD,3830,Y,0,ERD ER4
AA,24,TXK,3770,DFW,3670,Y,0,ERD ER4
AA,24,TXL,351,JFK,3797,Y,0,330
AA,24,TXL,351,LHR,507,Y,0,320 319 321
AA,24,TXL,351,MIA,3576,Y,0,330
AA,24,TXL,351,ORD,3830,Y,0,330
AA,24,TYR,3848,DFW,3670,Y,0,ERD ER4 CRJ
AA,24,TYS,3676,CLT,3876,Y,0,CR7 CRJ
AA,24,TYS,3676,DCA,3520,Y,0,CRJ
AA,24,TYS,3676,DFW,3670,Y,0,ER4 CRJ ERD
AA,24,TYS,3676,LGA,3697,Y,0,ERD
AA,24,TYS,3676,ORD,3830,Y,0,ERD ER4
AA,24,TYS,3676,PHL,3752,Y,0,CRJ
AA,24,UIO,2688,GYE,2673,Y,0,319
AA,24,UIO,2688,MIA,3576,,0,757
AA,24,UVF,2894,CLT,3876,,0,320 319
AA,24,UVF,2894,MIA,3576,,0,757
AA,24,VCE,1551,LHR,507,Y,0,320 319
AA,24,VCE,1551,PHL,3752,,0,332
AA,24,VIE,1613,LHR,507,Y,0,320
AA,24,VIJ,6080,SJU,2890,,0,DHT
AA,24,VPS,3873,CLT,3876,Y,0,CRJ CR7
AA,24,VPS,3873,DCA,3520,Y,0,CRJ
AA,24,VPS,3873,DFW,3670,Y,0,CRJ ER4 ERD
AA,24,VQS,6788,SJU,2890,,0,DHT
AA,24,VVI,2771,MIA,3576,,0,757
AA,24,WAW,679,LHR,507,Y,0,320
AA,24,XNA,4356,CLT,3876,Y,0,CR7 CRJ
AA,24,XNA,4356,DFW,3670,,0,M80
AA,24,XNA,4356,LAX,3484,Y,0,CR7
AA,24,XNA,4356,LGA,3697,Y,0,CR7
AA,24,XNA,4356,ORD,3830,Y,0,CR7 ER4 ERD
AA,24,YEG,49,DFW,3670,,0,319
AA,24,YEG,49,LAS,3877,,0,737
AA,24,YEG,49,LAX,3484,,0,737
AA,24,YEG,49,PHX,3462,,0,320 319 737
AA,24,YHZ,73,DCA,3520,Y,0,CRJ
AA,24,YHZ,73,PHL,3752,Y,0,E70 CRJ E75
AA,24,YKF,79,ORD,3830,Y,0,ER4 ERD
AA,24,YOW,100,CLT,3876,Y,0,CRJ
AA,24,YOW,100,PHL,3752,Y,0,CRJ
AA,24,YQB,111,PHL,3752,Y,0,CRJ
AA,24,YUL,146,AMM,2170,Y,0,330
AA,24,YUL,146,CLT,3876,Y,0,CRJ
AA,24,YUL,146,DCA,3520,Y,0,CRJ
AA,24,YUL,146,DFW,3670,,0,738
AA,24,YUL,146,DTW,3645,Y,0,330
AA,24,YUL,146,JFK,3797,Y,0,ERD
AA,24,YUL,146,LGA,3697,Y,0,ERD
AA,24,YUL,146,LHR,507,Y,0,777
AA,24,YUL,146,MIA,3576,,0,738
AA,24,YUL,146,ORD,3830,Y,0,CRJ
AA,24,YUL,146,PHL,3752,Y,0,CRJ
AA,24,YUM,3596,PHX,3462,Y,0,CRJ
AA,24,YVR,156,DFW,3670,,0,738
AA,24,YVR,156,LAS,3877,,0,737
AA,24,YVR,156,LAX,3484,,0,737
AA,24,YVR,156,LHR,507,Y,0,744
AA,24,YVR,156,NRT,2279,,0,787
AA,24,YVR,156,ORD,3830,,0,737
AA,24,YVR,156,PDX,3720,Y,0,DH4
AA,24,YVR,156,PHX,3462,,0,321 319
AA,24,YVR,156,SEA,3577,Y,0,DH4
AA,24,YYC,178,DFW,3670,,0,M83 M80 738
AA,24,YYC,178,JFK,3797,,0,737
AA,24,YYC,178,LAS,3877,,0,737
AA,24,YYC,178,LAX,3484,,0,737
AA,24,YYC,178,LHR,507,Y,0,767
AA,24,YYC,178,ORD,3830,,0,737
AA,24,YYC,178,PHX,3462,,0,319 737
AA,24,YYC,178,SAN,3731,,0,737
AA,24,YYZ,193,CLT,3876,Y,0,E75 CRJ
AA,24,YYZ,193,DCA,3520,Y,0,CRJ
AA,24,YYZ,193,DFW,3670,,0,319
AA,24,YYZ,193,JFK,3797,Y,0,CR7
AA,24,YYZ,193,LAS,3877,,0,737
AA,24,YYZ,193,LAX,3484,,0,738
AA,24,YYZ,193,LGA,3697,Y,0,CR7
AA,24,YYZ,193,LHR,507,Y,0,787 744
AA,24,YYZ,193,MCO,3878,,0,737
AA,24,YYZ,193,MIA,3576,,0,738
AA,24,YYZ,193,ORD,3830,Y,0,E75 CR7 ER4
AA,24,YYZ,193,PHL,3752,Y,0,E75 CRJ
